UniProtID,function,process,component
P48643,GO:0000166///GO:0005515///GO:0005524///GO:0031681///GO:0044183///GO:0048487///GO:0051082,GO:0006457///GO:0006458///GO:0007339///GO:0009615///GO:0032212///GO:0050821///GO:0061077///GO:1901998///GO:1904851///GO:1904871///GO:1904874,GO:0002199///GO:0005730///GO:0005737///GO:0005813///GO:0005815///GO:0005829///GO:0005832///GO:0005856///GO:0005874///GO:0043209///GO:0044297///GO:0070062
Q9P2T0,GO:0005515,GO:0007275///GO:0007283///GO:0030154///GO:0051131,GO:0005634
Q13136,GO:0004871///GO:0005515,GO:0007160///GO:0007165///GO:0007269///GO:0014047///GO:0051497///GO:0090005,GO:0005737///GO:0005829///GO:0005925///GO:0048786
Q9Y2X7,GO:0005096///GO:0005515///GO:0032403///GO:0046872,GO:0008277///GO:0032465///GO:0043547///GO:0048013,GO:0005737///GO:0005829///GO:0005925///GO:0016020
O60506,GO:0000166///GO:0003676///GO:0003723///GO:0005515///GO:0008143,GO:0000398///GO:0001649///GO:0006396///GO:0006397///GO:0006417///GO:0008380///GO:0016032///GO:0017148///GO:0070934///GO:0071346,GO:0005634///GO:0005654///GO:0005681///GO:0005737///GO:0005783///GO:0016020///GO:0030529///GO:0043231///GO:0070937///GO:0071013///GO:0071204///GO:0097452
Q9BV79,GO:0016491///GO:0019166,GO:0006629///GO:0006631///GO:0006633///GO:0055114,GO:0005634///GO:0005737///GO:0005739
Q92890,GO:0004843///GO:0005102///GO:0005515///GO:0032403///GO:0036435///GO:0051117,GO:0001501///GO:0006511///GO:0016579///GO:0030970///GO:0032480///GO:0039536///GO:0043161///GO:0070987///GO:0071712,GO:0005634///GO:0005654///GO:0005737///GO:0005783///GO:0005829///GO:0034098///GO:0036501
Q8TAT6,GO:0005515///GO:0008270///GO:0031625///GO:0043130///GO:0046872,GO:0006511///GO:0007030///GO:0030433///GO:0030970///GO:0032480///GO:0039536///GO:0043161///GO:0070987,GO:0005634///GO:0005654///GO:0005737///GO:0005783///GO:0005829///GO:0034098///GO:0036501///GO:0042175
Q96RU7,GO:0003714///GO:0004860///GO:0005515///GO:0005524///GO:0019901///GO:0031434///GO:0031625///GO:0055106///GO:0016301,GO:0000122///GO:0006351///GO:0006355///GO:0006468///GO:0006469///GO:0006915///GO:0010827///GO:0032092///GO:0032436///GO:0032869///GO:0034976///GO:0043405///GO:0045599///GO:0045717///GO:0045892///GO:0051443///GO:0070059,GO:0005634///GO:0005829///GO:0005886
P18848,GO:0000978///GO:0000981///GO:0001046///GO:0001076///GO:0001077///GO:0001085///GO:0003677///GO:0003700///GO:0005515///GO:0008022///GO:0008134///GO:0043522///GO:0043565///GO:0044212///GO:0046982,GO:0006094///GO:0006351///GO:0006355///GO:0006357///GO:0006366///GO:0006520///GO:0007214///GO:0007623///GO:0010575///GO:0010628///GO:0032057///GO:0032922///GO:0034198///GO:0034644///GO:0034976///GO:0036003///GO:0036091///GO:0036499///GO:0042149///GO:0042789///GO:0043065///GO:0043267///GO:0043525///GO:0045893///GO:0045943///GO:0045944///GO:0048511///GO:0061395///GO:0070059///GO:1903204///GO:1990440///GO:1990737,GO:0005634///GO:0005654///GO:0005667///GO:0005737///GO:0005815///GO:0005856///GO:0005886///GO:0016020///GO:0032590///GO:0034399///GO:0043005///GO:1990037///GO:1990589///GO:1990590///GO:1990617
Q9HBZ2,GO:0000978///GO:0000981///GO:0001077///GO:0003677///GO:0003700///GO:0005515///GO:0017162///GO:0046982///GO:0046983,GO:0001666///GO:0001701///GO:0006351///GO:0006355///GO:0006366///GO:0006805///GO:0007417///GO:0007420///GO:0008284///GO:0032355///GO:0043066///GO:0045893///GO:0045944,GO:0005634///GO:0005654///GO:0005667///GO:0005737
O95453,GO:0000166///GO:0003676///GO:0003723///GO:0003730///GO:0004518///GO:0004527///GO:0004535///GO:0005515///GO:0016787///GO:0019901///GO:0043169///GO:0046872,GO:0000184///GO:0000289///GO:0006402///GO:0007292///GO:0009451///GO:0043488///GO:0090305///GO:0090503,GO:0005634///GO:0005730///GO:0005737///GO:0005829
Q9H0A9,GO:0003674///GO:0005515,GO:0008150,GO:0005575///GO:0005813
Q9NQT4,GO:0000175///GO:0003723///GO:0005515///GO:0004532,GO:0006364///GO:0006401///GO:0016075///GO:0031125///GO:0034427///GO:0034475///GO:0043488///GO:0043928///GO:0045006///GO:0051607///GO:0071028///GO:0071051///GO:0090503,GO:0000176///GO:0000177///GO:0000178///GO:0005634///GO:0005654///GO:0005730///GO:0005737///GO:0005829///GO:0035327
Q99684,GO:0001078///GO:0003676///GO:0003677///GO:0005515///GO:0044212///GO:0046872,GO:0000083///GO:0000122///GO:0006351///GO:0006355///GO:0010956///GO:0010957///GO:0010977///GO:0016032///GO:0030097///GO:0032088///GO:0034121///GO:0045892///GO:0051569///GO:0070105///GO:0071222,GO:0005634///GO:0016363///GO:0016604///GO:0017053
Q96J02,GO:0004842///GO:0005515///GO:0016740///GO:0019787///GO:0043021///GO:0045236///GO:0061630,GO:0001558///GO:0002376///GO:0006511///GO:0006915///GO:0006954///GO:0007219///GO:0016032///GO:0016567///GO:0032088///GO:0032480///GO:0035519///GO:0043066///GO:0045087///GO:0046329///GO:0046718///GO:0050687///GO:0051607///GO:0070423///GO:0070534///GO:0070936///GO:0090085,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0070062
Q96RS0,GO:0005515///GO:0008168///GO:0008173///GO:0016740///GO:0071164,GO:0000387///GO:0001510///GO:0006351///GO:0006355///GO:0009452///GO:0022613///GO:0032259///GO:0036261///GO:0044255///GO:0071167,GO:0005615///GO:0005634///GO:0005654///GO:0005730///GO:0005737///GO:0005829///GO:0015030///GO:0030532
P03886,GO:0005515///GO:0008137///GO:0016491,GO:0006120///GO:0014070///GO:0032981///GO:0033194///GO:0042493///GO:0045333///GO:0055114,GO:0005739///GO:0005743///GO:0005747///GO:0016020///GO:0016021///GO:0030425///GO:0031966///GO:0043025///GO:0070469
Q99417,GO:0003713///GO:0005515,GO:0006351///GO:0006355///GO:0007283,GO:0005634///GO:0005737///GO:0005739///GO:0005829
Q8TBZ2,GO:0005515,GO:0007268///GO:0007275///GO:0007283///GO:0030154,GO:0005737///GO:0016020
P02795,GO:0005515///GO:0008144///GO:0008270///GO:0046872,GO:0006878///GO:0010038///GO:0035690///GO:0036016///GO:0036018///GO:0045926///GO:0060333///GO:0071294,GO:0005634///GO:0005737///GO:0005829///GO:0048471
Q13976,GO:0000166///GO:0003824///GO:0004672///GO:0004674///GO:0004692///GO:0005246///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0030553,GO:0001764///GO:0006468///GO:0007165///GO:0008152///GO:0016310///GO:0016358///GO:0019934///GO:0030036///GO:0030900///GO:0043087///GO:0045986///GO:0060087///GO:0090331,GO:0005737///GO:0005794///GO:0005829///GO:0005886
P16066,GO:0000166///GO:0004383///GO:0004672///GO:0005524///GO:0005525///GO:0008528///GO:0016829///GO:0016849///GO:0016941///GO:0017046///GO:0019901///GO:0042562///GO:0004016,GO:0006182///GO:0006468///GO:0007166///GO:0007168///GO:0007186///GO:0007589///GO:0008217///GO:0009190///GO:0016525///GO:0030308///GO:0030828///GO:0035556///GO:0035810///GO:0035815///GO:0042312///GO:0042417///GO:0043114///GO:0048662///GO:0050880///GO:1903779,GO:0005886///GO:0005887///GO:0008074///GO:0016020///GO:0016021///GO:0043235
P03891,GO:0008137///GO:0016491///GO:0019901///GO:0035255,GO:0006120///GO:0032981///GO:0055114///GO:0072593,GO:0005739///GO:0005743///GO:0005747///GO:0014069///GO:0016020///GO:0016021///GO:0070469
Q9Y3C5,GO:0003677///GO:0004842///GO:0005515///GO:0008270///GO:0046872///GO:0061630,GO:0006511///GO:0042787///GO:0043161///GO:0051865,GO:0000151///GO:0005634///GO:0005737///GO:0005768///GO:0005769///GO:0055037///GO:0070062
Q15599,GO:0005102///GO:0005515///GO:0008013///GO:0008022///GO:0019902///GO:0032947///GO:0045296,GO:0006461,GO:0005634///GO:0005886///GO:0005925///GO:0012505///GO:0016020///GO:0016324///GO:0070062
Q9UJ96,GO:0005216///GO:0005244///GO:0005249///GO:0005251///GO:0005267,GO:0006810///GO:0006811///GO:0006813///GO:0008016///GO:0034765///GO:0050796///GO:0051260///GO:0055085///GO:0071805,GO:0005886///GO:0008076///GO:0016020///GO:0016021///GO:0070062
Q14721,GO:0005216///GO:0005244///GO:0005249///GO:0005251///GO:0005267///GO:0005515///GO:0032182///GO:0044325///GO:0046982,GO:0001508///GO:0006810///GO:0006811///GO:0006813///GO:0006887///GO:0006904///GO:0007215///GO:0010701///GO:0031669///GO:0033605///GO:0034765///GO:0042593///GO:0045956///GO:0046676///GO:0050796///GO:0051260///GO:0055085///GO:0071333///GO:0071805///GO:0072661///GO:0090314///GO:0098900///GO:1900454///GO:2000671,GO:0005622///GO:0005886///GO:0008076///GO:0016020///GO:0016021///GO:0016328///GO:0030054///GO:0030424///GO:0030425///GO:0032809///GO:0042383///GO:0042995///GO:0043005///GO:0043204///GO:0045202///GO:0045211
Q92813,GO:0004800///GO:0008430///GO:0016491///GO:0031625,GO:0001514///GO:0006590///GO:0042403///GO:0042446///GO:0055114,GO:0005886///GO:0016020///GO:0016021
Q8TEY7,GO:0001664///GO:0004197///GO:0004843///GO:0005515///GO:0008233///GO:0008234///GO:0008270///GO:0016787///GO:0017160///GO:0036459///GO:0046872///GO:0043130,GO:0006508///GO:0006511///GO:0006897///GO:0007411///GO:0008277///GO:0009267///GO:0010506///GO:0016477///GO:0016579///GO:0032091///GO:0032092///GO:0050821///GO:0051298///GO:0070536///GO:0071108,GO:0005654///GO:0005737///GO:0005794///GO:0005813///GO:0005815///GO:0005829///GO:0005856///GO:0005925///GO:0030891///GO:0044297///GO:0048471///GO:0005776
Q12873,GO:0000166///GO:0003676///GO:0003677///GO:0003723///GO:0004003///GO:0004386///GO:0004407///GO:0005515///GO:0005524///GO:0008026///GO:0008270///GO:0016787///GO:0016818///GO:0046872,GO:0006325///GO:0006333///GO:0006351///GO:0006355///GO:0006357///GO:0007051///GO:0016569///GO:0016575///GO:0032508///GO:0051297///GO:1901796,GO:0005634///GO:0005654///GO:0005730///GO:0005737///GO:0005813///GO:0005815///GO:0005856///GO:0016581
Q9NS56,GO:0003677///GO:0003823///GO:0004842///GO:0005515///GO:0008270///GO:0016740///GO:0019789///GO:0044547///GO:0046872///GO:0061630,GO:0000209///GO:0006351///GO:0006511///GO:0006513///GO:0006974///GO:0008630///GO:0010842///GO:0016925///GO:0034504///GO:0035845///GO:0042127///GO:0042771///GO:0043066///GO:0043161///GO:0045893///GO:0046548///GO:0046549///GO:0051443///GO:0051457///GO:0070936,GO:0000151///GO:0000922///GO:0000930///GO:0005634///GO:0005654///GO:0005814///GO:0016605///GO:0016607///GO:0030496///GO:0032391///GO:0036064///GO:0005868
O15534,GO:0000976///GO:0000978///GO:0000989///GO:0008134///GO:0019900///GO:0031490///GO:0031625///GO:0070888,GO:0000122///GO:0002028///GO:0006351///GO:0006355///GO:0007623///GO:0009416///GO:0009649///GO:0010608///GO:0032922///GO:0042634///GO:0042752///GO:0043124///GO:0043153///GO:0043966///GO:0043967///GO:0045892///GO:0045944///GO:0046329///GO:0048511///GO:0051591///GO:0070932///GO:0097167///GO:1900015///GO:1900744///GO:2000323,GO:0005634///GO:0005654///GO:0005737///GO:0005829
Q16526,GO:0000166///GO:0000989///GO:0001046///GO:0001047///GO:0003677///GO:0003690///GO:0005515///GO:0008134///GO:0009881///GO:0009882///GO:0019900///GO:0019901///GO:0019902///GO:0035257///GO:0042826///GO:0043130///GO:0003904///GO:0003914,GO:0000122///GO:0006094///GO:0006351///GO:0006355///GO:0006975///GO:0007623///GO:0009785///GO:0018298///GO:0019915///GO:0031397///GO:0032868///GO:0032922///GO:0033762///GO:0042593///GO:0042752///GO:0042754///GO:0043153///GO:0045744///GO:0045892///GO:0048511///GO:0050896///GO:2000001///GO:2000323///GO:2000850,GO:0005634///GO:0005737///GO:0005739
O15055,GO:0000976///GO:0000989///GO:0003713///GO:0005515///GO:0043130,GO:0000122///GO:0002931///GO:0005978///GO:0006094///GO:0006351///GO:0006355///GO:0006631///GO:0007623///GO:0019229///GO:0019249///GO:0031397///GO:0032922///GO:0042752///GO:0042754///GO:0045892///GO:0048511///GO:0050767///GO:0050796///GO:0050872///GO:0051726///GO:0051946///GO:0070345///GO:0070932///GO:0097167///GO:2000678,GO:0005634///GO:0005730///GO:0005737///GO:0048471
Q9NVV9,GO:0003676///GO:0003677///GO:0005515///GO:0008270///GO:0042802///GO:0043565///GO:0046872,GO:0001935///GO:0006351///GO:0006355///GO:0007049///GO:0007346,GO:0001650///GO:0005634///GO:0005654///GO:0016605///GO:0043231
Q96IZ0,GO:0003714///GO:0003779///GO:0005515///GO:0019899///GO:0043522,GO:0000122///GO:0006351///GO:0006355///GO:0006915///GO:0010628///GO:0010629///GO:0030889///GO:0042094///GO:0042130///GO:0042986///GO:0043065///GO:0048147///GO:0050860///GO:0051017///GO:0097190///GO:1901300///GO:2000774,GO:0000790///GO:0005634///GO:0005737///GO:0005884
Q8NC51,GO:0003723///GO:0003730///GO:0005515///GO:0045296,GO:0042981///GO:0043488,GO:0005634///GO:0005737///GO:0005829///GO:0005886///GO:0016020///GO:0048471///GO:0070062
Q00613,GO:0000978///GO:0000979///GO:0001078///GO:0001162///GO:0003677///GO:0003682///GO:0003700///GO:0005515///GO:0019901///GO:0031072///GO:0031490///GO:0042802///GO:0043565///GO:0043621///GO:0046982///GO:0051879///GO:0061770///GO:0097677///GO:0098847///GO:1990841,GO:0000122///GO:0000165///GO:0001701///GO:0001892///GO:0006281///GO:0006351///GO:0006355///GO:0006397///GO:0006468///GO:0006810///GO:0006952///GO:0006974///GO:0007143///GO:0007283///GO:0007584///GO:0008284///GO:0008285///GO:0009299///GO:0009408///GO:0010243///GO:0010628///GO:0010629///GO:0010667///GO:0014070///GO:0014823///GO:0032355///GO:0032496///GO:0032720///GO:0033574///GO:0034605///GO:0034620///GO:0035690///GO:0035865///GO:0040018///GO:0042517///GO:0043200///GO:0043280///GO:0043497///GO:0043623///GO:0045931///GO:0045944///GO:0051028///GO:0051260///GO:0060136///GO:0061408///GO:0070207///GO:0070301///GO:0071222///GO:0071230///GO:0071276///GO:0071280///GO:0071392///GO:0071407///GO:0071478///GO:0071480///GO:0072738///GO:0090084///GO:0090261///GO:1900034///GO:1900365///GO:1901215///GO:1901652///GO:1902512///GO:1903936///GO:1904385///GO:1904528///GO:1904843///GO:1904845///GO:1990910///GO:1990911///GO:2001033,GO:0000775///GO:0000776///GO:0000777///GO:0000791///GO:0000792///GO:0000922///GO:0005634///GO:0005654///GO:0005694///GO:0005737///GO:0005813///GO:0005815///GO:0005829///GO:0005856///GO:0016605///GO:0043234///GO:0045120///GO:0048471///GO:0097165///GO:0097431///GO:1990904
Q92797,GO:0005515,GO:0000398///GO:0006369///GO:0006378///GO:0006397///GO:0006406///GO:0007155///GO:0031124///GO:0035307,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005856///GO:0005886///GO:0005923///GO:0016020///GO:0030054///GO:0097165
O60941,GO:0005515///GO:0008270///GO:0046872,,GO:0005737///GO:0045202
Q12840,GO:0000166///GO:0003774///GO:0003777///GO:0005515///GO:0005524///GO:0008017///GO:0008574///GO:0019894,GO:0006890///GO:0007018///GO:0007268///GO:0007411///GO:0008104///GO:0016192///GO:0019886///GO:0030705///GO:0098971,GO:0005737///GO:0005829///GO:0005856///GO:0005871///GO:0005874///GO:0016020///GO:0032839///GO:0035253///GO:0043005///GO:0043025///GO:0048471
P33991,GO:0000166///GO:0003677///GO:0003678///GO:0003697///GO:0004386///GO:0005515///GO:0005524///GO:0016787///GO:0004003,GO:0000082///GO:0006260///GO:0006268///GO:0006270///GO:0007049,GO:0000784///GO:0005634///GO:0005654///GO:0016020///GO:0042555
P61968,GO:0001158///GO:0003700///GO:0005515///GO:0008134///GO:0008270///GO:0046872,GO:0001843///GO:0003281///GO:0006351///GO:0006355///GO:0006366///GO:0021514///GO:0021522///GO:0021527///GO:0030334///GO:0031333///GO:0033674///GO:0042659///GO:0045944///GO:0048538///GO:0050865,GO:0005667///GO:0031252
P24864,GO:0003713///GO:0005515///GO:0016301///GO:0016538///GO:0019901///GO:0050681,GO:0000082///GO:0000083///GO:0000122///GO:0000723///GO:0006270///GO:0006468///GO:0007049///GO:0007129///GO:0016055///GO:0030521///GO:0045859///GO:0045893///GO:0051301///GO:0051726///GO:0070192///GO:1903827,GO:0000307///GO:0005634///GO:0005654///GO:0005829///GO:0097134
Q13618,GO:0005112///GO:0005515///GO:0030332///GO:0031208///GO:0031625///GO:0042803///GO:0046982///GO:0004842///GO:0061630,GO:0000082///GO:0000122///GO:0000165///GO:0000209///GO:0000278///GO:0000902///GO:0001701///GO:0001831///GO:0006357///GO:0006511///GO:0006513///GO:0006810///GO:0006888///GO:0007050///GO:0007080///GO:0007229///GO:0007369///GO:0008284///GO:0016055///GO:0016192///GO:0016477///GO:0016567///GO:0017145///GO:0030030///GO:0031145///GO:0032467///GO:0035024///GO:0040016///GO:0042787///GO:0043149///GO:0043161///GO:0044346///GO:0045842///GO:0048208///GO:0071630///GO:0072576///GO:0090090///GO:0097193,GO:0000139///GO:0005634///GO:0005654///GO:0005737///GO:0005794///GO:0005827///GO:0005829///GO:0016020///GO:0031461///GO:0031463///GO:0070062
O43491,GO:0003779///GO:0005198///GO:0005200///GO:0008092///GO:0030507///GO:0042731,GO:0030866///GO:0031032,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005856///GO:0005886///GO:0005925///GO:0008091///GO:0016020///GO:0019898///GO:0030054///GO:0070062///GO:0008180
P42261,GO:0004872///GO:0004970///GO:0004971///GO:0005216///GO:0005231///GO:0005234///GO:0005515///GO:0008066///GO:0030165///GO:0099583///GO:1904315,GO:0006810///GO:0006811///GO:0006888///GO:0007165///GO:0007268///GO:0007616///GO:0031623///GO:0034220///GO:0035235///GO:0048208///GO:0060078///GO:0060079///GO:0060292///GO:0099565///GO:0099566,GO:0000139///GO:0005783///GO:0005789///GO:0005886///GO:0008021///GO:0008328///GO:0009986///GO:0012507///GO:0014069///GO:0016020///GO:0016021///GO:0030054///GO:0030425///GO:0030666///GO:0032281///GO:0032590///GO:0032591///GO:0033116///GO:0042995///GO:0043005///GO:0043025///GO:0043197///GO:0044308///GO:0044309///GO:0045202///GO:0045211///GO:0055037///GO:0098794///GO:0098839
O15018,,GO:0007155,GO:0005576///GO:0005634///GO:0005737///GO:0005783///GO:0005911
P63218,GO:0003924///GO:0004871///GO:0005515///GO:0030165,GO:0007165///GO:0007186///GO:0071377///GO:0072513///GO:2000179,GO:0005739///GO:0005834///GO:0005886///GO:0016020///GO:0070062
O14775,GO:0003924///GO:0004871///GO:0005096///GO:0005515///GO:0031682///GO:0051087,GO:0006457///GO:0007165///GO:0043547///GO:1901386,GO:0005829///GO:0016020
P50150,GO:0004871///GO:0005515,GO:0007165///GO:0007186///GO:0008277///GO:0030308///GO:0071377,GO:0005834///GO:0005886///GO:0016020///GO:0070062
P63215,GO:0001664///GO:0003924///GO:0004871///GO:0005515///GO:0031702,GO:0000187///GO:0007165///GO:0007186///GO:0007204///GO:0071377,GO:0005834///GO:0005886///GO:0014069///GO:0016020///GO:0030425///GO:0044297
O60262,GO:0004871,GO:0007165///GO:0007186///GO:0008277///GO:0071377,GO:0005834///GO:0005886///GO:0016020///GO:0070062
Q9H0F7,GO:0000166///GO:0005515///GO:0005525///GO:0005543///GO:0046872,GO:0006612///GO:0006810///GO:0007264///GO:0007368///GO:0007420///GO:0007601///GO:0008589///GO:0010842///GO:0015031///GO:0016055///GO:0030030///GO:0032402///GO:0045444///GO:0046909///GO:0050896///GO:0051258///GO:0060271///GO:0061512///GO:0097499,GO:0005622///GO:0005737///GO:0005829///GO:0005856///GO:0005879///GO:0005886///GO:0005929///GO:0005930///GO:0016020///GO:0030117///GO:0042995///GO:0070062///GO:0034464
O75915,GO:0003674///GO:0005515,GO:0002037///GO:0008631///GO:0010917///GO:0015813///GO:0032874///GO:0043065///GO:0043280,GO:0005737///GO:0005783///GO:0005789///GO:0005856///GO:0005886///GO:0016020///GO:0016021///GO:0070062
Q9Y2I7,GO:0000166///GO:0000285///GO:0005515///GO:0005524///GO:0008270///GO:0016301///GO:0016307///GO:0016308///GO:0016740///GO:0043813///GO:0046872///GO:0044183///GO:0051082,GO:0006661///GO:0016310///GO:0032288///GO:0034504///GO:0035556///GO:0036092///GO:0042147///GO:0046488///GO:0046854///GO:1904562///GO:2000785///GO:0006458///GO:0006898///GO:0061077,GO:0000139///GO:0005768///GO:0005829///GO:0005911///GO:0010008///GO:0012506///GO:0016020///GO:0031410///GO:0031901///GO:0031902///GO:0045121///GO:0048471
Q9UJY4,GO:0005515///GO:0030306,GO:0006810///GO:0006886///GO:0015031///GO:0016192///GO:0044267///GO:0061024,GO:0005622///GO:0005768///GO:0005794///GO:0005802///GO:0010008///GO:0016020///GO:0030131///GO:0030136///GO:0031901
Q99523,GO:0005515///GO:0010465///GO:0019899///GO:0030379///GO:0048406,GO:0001503///GO:0006810///GO:0006895///GO:0006897///GO:0007186///GO:0007218///GO:0007275///GO:0008333///GO:0008625///GO:0010468///GO:0014902///GO:0016050///GO:0030154///GO:0032509///GO:0032868///GO:0038180///GO:0045599///GO:0046323///GO:0048011///GO:0048227///GO:0051005///GO:1904037,GO:0005634///GO:0005764///GO:0005765///GO:0005768///GO:0005769///GO:0005783///GO:0005789///GO:0005794///GO:0005829///GO:0005886///GO:0005905///GO:0009986///GO:0010008///GO:0016020///GO:0016021///GO:0030136///GO:0030140///GO:0030425///GO:0030659///GO:0031410///GO:0031965///GO:0032580///GO:0043025///GO:0043231///GO:0048471
Q15024,GO:0000175///GO:0003723///GO:0005515///GO:0004532,GO:0006364///GO:0006401///GO:0043488///GO:0043928///GO:0090503,GO:0000178///GO:0005634///GO:0005654///GO:0005730///GO:0005737///GO:0005829
Q96IT1,GO:0000981///GO:0003676///GO:0003677///GO:0003700///GO:0005515///GO:0043621///GO:0046872,GO:0000122///GO:0006351///GO:0006355///GO:0045893,GO:0005622///GO:0005634///GO:0016604
